open,high,low,volume,close,rate_of_return,rate_of_return_change,rate_of_return_change_shift,middle,cr,cr-ma1,cr-ma2,cr-ma3,rsv_9,kdjk_9,kdjk,kdjd_9,kdjd,kdjj_9,kdjj,close_5_sma,close_10_sma,close_26_ema,macd,macds,macdh,close_20_sma,close_20_mstd,boll,boll_ub,boll_lb,close_-1_s,close_-1_d,rs_6,rsi_6,rs_12,rsi_12,wr_10,wr_6,middle_14_sma,cci,middle_20_sma,cci_20,tr,atr,close_50_sma,dma,trix,trix_9_sma,change,vr,vr_6_sma,date
11432.089844,11759.959961,11388.040039,212830000,11734.320312,0.0,0.0,1.0,11627.440104,0.0,0.0,0.0,0.0,93.10613723994044,64.36871241331347,64.36871241331347,54.789570804437815,54.789570804437815,83.5269956310648,83.5269956310648,11734.320312,11734.320312,11734.320312,0.0,0.0,0.0,11734.320312,0.0,11734.320312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.893862760059564,6.893862760059564,11627.440104,0.0,11627.440104,0.0,0.0,0.0,11734.320312,0.0,0.0,0.0,0.0,0.0,0.0,2008-08-08
11729.669922,11867.110352,11675.530273,183190000,11782.349609,0.004076376834321192,1.0,0.0,11774.996744666665,inf,0.0,0.0,0.0,82.30724369681431,70.34822284114708,70.34822284114708,59.97578815000757,59.97578815000757,91.0930922234261,91.0930922234261,11758.3349605,11758.3349605,11759.25860082692,1.07758038141219,0.5986557674512166,0.9578492279219468,11758.3349605,33.961841604323375,11758.3349605,11826.258643708647,11690.411277291354,11734.320312,48.02929700000095,inf,100.0,inf,100.0,17.692756303185682,17.692756303185682,11701.218424333332,66.66666666666667,11701.218424333332,66.66666666666667,191.5800789999994,191.5800789999994,11758.3349605,0.0,0.06504959886105521,0.06504959886105521,0.4093061696200939,inf,0.0,2008-08-11
11781.700195,11782.349609,11601.519531,173590000,11642.469727,-0.012014622780217008,0.0,0.0,11675.446289,142.39513484923074,0.0,0.0,0.0,53.10904915120468,64.60183161116628,64.60183161116628,61.51780263706047,61.51780263706047,70.76988955937787,70.76988955937787,11719.713215999998,11719.713215999998,11717.297492389353,-2.9646154794227186,-0.8617013009397404,-4.205828356965957,11719.713215999998,71.0747549221836,11719.713215999998,11861.862725844365,11577.563706155632,11782.349609,-139.8798820000011,0.2861341716506963,22.247614436949135,0.3147475888157659,23.9397730403346,46.89095084879533,46.89095084879533,11692.627712555555,-20.859081520320714,11692.627712555555,-20.859081520320714,180.83007800000087,186.00600440740757,11719.713215999998,0.0,-0.022743946558989953,0.02115282615103263,-1.1871985354530046,105.53027248113371,105.53027248113371,2008-08-12
11632.80957,11633.780273,11453.339844,182550000,11532.959961,-0.009495373812994997,0.0,1.0,11540.026692666666,62.44522667239095,0.0,0.0,0.0,30.250240532019962,53.15130125145083,53.15130125145083,58.72896884185725,58.72896884185725,41.99596607063799,41.99596607063799,11673.02490225,11673.02490225,11665.764774085514,-8.684238591406029,-3.5116123071952576,-10.345252568421543,11673.02490225,109.94062831716352,11673.02490225,11892.906158884327,11453.143645615672,11642.469727,-109.50976599999922,0.14753281704862242,12.856522694319722,0.16976167570741596,14.512501070335745,69.74975946798003,69.74975946798003,11654.477457583333,-107.85430006894104,11654.477457583333,-107.85430006894104,189.1298829999996,187.12534664533814,11673.02490225,0.0,-0.07744916804965422,-0.011714505249196322,-0.9406059759471397,51.437636884371315,78.48395468275251,2008-08-13
11532.070312,11718.280273,11450.889648,159790000,11615.929688,0.007142753893019234,1.0,1.0,11595.033202999999,87.73644074662467,0.0,0.0,0.0,47.56914440657494,51.29058230315887,51.29058230315887,56.249506662291125,56.249506662291125,41.37273358489435,41.37273358489435,11661.6058594,11661.6058594,11654.207812072542,-8.307814770414552,-4.938374106106281,-6.738881328616543,11661.6058594,98.57575266834225,11661.6058594,11858.757364736684,11464.454354063317,11532.959961,82.9697269999997,0.5879312899520271,37.02498298712843,0.5504931383889661,35.50439049094753,52.430855593425065,52.430855593425065,11642.588606666666,-47.958498588062824,11642.588606666666,-47.958498588062824,267.390625,209.47419736123788,11661.6058594,0.0,-0.08629551768955691,-0.03035975835928647,0.7194139863536453,96.30482394563936,84.42424443704813,2008-08-14
11611.209961,11709.889648,11599.730469,215040000,11659.900391,0.003771104514232299,1.0,0.0,11656.506836,111.43182743222641,142.39513484923074,0.0,0.0,56.7474845806193,53.10954972897901,53.10954972897901,55.202854351187085,55.202854351187085,48.92294048456287,48.92294048456287,11646.7218752,11661.321614666667,11655.34799022933,-6.045160700643464,-5.238374809370111,-1.6135717825467069,11661.321614666667,88.1715826199956,11661.321614666667,11837.664779906658,11484.978449426677,11615.929688,43.97070299999905,0.8680040030323845,46.4669241405976,0.7706088667764897,43.52225278185995,43.25251541938071,43.25251541938071,11644.908311555555,13.469042034413297,11644.908311555555,13.469042034413297,110.15917900000022,186.5638338531505,11661.321614666667,0.0,-0.07826395650006958,-0.039940597987443094,0.37853795762403664,156.68557308923457,102.48957660009474,2008-08-15
11659.650391,11690.429688,11434.120117,156290000,11479.389648,-0.01572476834876395,0.0,0.0,11534.646484333332,81.18370300404804,102.42018076081085,0.0,0.0,19.068100552496716,41.76240000348491,41.76240000348491,50.72270290195303,50.72270290195303,23.841794206548684,23.841794206548684,11586.129883000001,11635.331333714286,11624.05471120771,-12.667413656290591,-7.118466352803688,-11.097894606973806,11635.331333714286,105.86305420675048,11635.331333714286,11847.057442127787,11423.605225300786,11659.900391,-180.5107429999989,0.36475012092990283,26.726513178938006,0.3880638851333864,27.957206385792205,80.93189944750328,89.544907173253,11629.156621952381,-100.4755105780972,11629.156621952381,-100.4755105780972,256.3095709999998,200.44275367571012,11635.331333714286,0.0,-0.08459662853988677,-0.047383269746183704,-1.5481328051424104,108.89682493218587,103.77102626651296,2008-08-18
11478.089844,11478.169922,11318.5,171580000,11348.549805,-0.011529212564441818,0.0,1.0,11381.739909000002,62.1774774546317,97.52560075608211,142.39513484923074,0.0,5.4774403892401535,29.667413465403328,29.667413465403328,43.70427308976979,43.70427308976979,1.5936942166704,1.5936942166704,11527.3458986,11599.483642625,11579.664044267332,-23.126880269224785,-10.965589255210102,-24.322582028029366,11599.483642625,141.01930315493655,11599.483642625,11881.522248934874,11317.445036315126,11479.389648,-130.83984299999975,0.2424726643103095,19.515331908320476,0.27867520938206597,21.794057422661595,94.52255961075984,93.52164916883642,11598.229532833333,-169.06391449752545,11598.229532833333,-169.06391449752545,160.8896480000003,193.4624038845087,11599.483642625,0.0,-0.102438002306852,-0.05524823154056489,-1.139780484956321,81.58067864504905,100.07263499626897,2008-08-19
11345.94043,11454.150391,11290.580078,144880000,11417.429688,0.006032871222530415,1.0,1.0,11387.386719,63.72808723525954,101.00215742511818,102.42018076081085,0.0,22.00224614744161,27.11235769274942,27.11235769274942,38.17363462409633,38.17363462409633,4.989803830055607,4.989803830055607,11504.239844000002,11579.255425444446,11555.617351147906,-26.600597151013062,-14.577353644814734,-24.046487012396657,11579.255425444446,145.20077586655435,11579.255425444446,11869.656977177554,11288.853873711338,11348.549805,68.87988299999961,0.4542524891202544,31.23615001649769,0.4405615047865437,30.58262374238747,77.99775385255839,70.34146547443135,11574.802553518519,-123.45951966682149,11574.802553518519,-123.45951966682149,163.57031299999835,188.6885378867061,11579.255425444446,0.0,-0.11527569249498981,-0.062751664159868,0.6069487659969841,102.76165553135188,99.611198837972,2008-08-20
11415.230469,11476.209961,11315.570312,130020000,11430.209961,0.0011181135817808015,1.0,1.0,11407.330077999999,67.69188990720839,97.03846654090415,97.52560075608211,0.0,24.219002764805357,26.147906050101398,26.147906050101398,34.16505843276468,34.16505843276468,10.11360128477483,10.11360128477483,11467.0958986,11564.350879000001,11538.312351858483,-28.019446733793302,-17.589162809178873,-20.860567849228858,11564.350879000001,144.78306297596058,11564.350879000001,11853.917004951923,11274.78475304808,11417.429688,12.780273000000307,0.5014059486050217,33.39576142420944,0.4733292362494378,32.1265080881964,75.78099723519465,67.35332725298389,11558.055305966667,-93.18752690135425,11558.055305966667,-93.18752690135425,160.63964900000065,184.57238931600654,11564.350879000001,0.0,-0.12269275480477086,-0.06941178534263498,0.11193651591683285,121.77014955921696,111.33328428377962,2008-08-21
